
          t          rx          ry          rz         omx         omy         omz         Omx         Omy         Omz         fix         fiy         fiz 
     403.400    4023.412    5024.894   -1949.059      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     403.500    4023.252    5025.258   -1948.398      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     403.600    4023.093    5025.622   -1947.737      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     403.700    4022.933    5025.986   -1947.075      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     403.800    4022.773    5026.350   -1946.414      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     403.900    4022.614    5026.713   -1945.752      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.000    4022.454    5027.077   -1945.091      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.100    4022.294    5027.440   -1944.429      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.200    4022.134    5027.804   -1943.768      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.300    4021.974    5028.167   -1943.106      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.400    4021.814    5028.531   -1942.444      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.500    4021.654    5028.894   -1941.783      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.600    4021.494    5029.257   -1941.121      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.700    4021.334    5029.620   -1940.459      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.800    4021.174    5029.983   -1939.798      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     404.900    4021.014    5030.346   -1939.136      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.000    4020.853    5030.709   -1938.474      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.100    4020.693    5031.072   -1937.812      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.200    4020.533    5031.435   -1937.150      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.300    4020.372    5031.798   -1936.489      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.400    4020.212    5032.160   -1935.827      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.500    4020.051    5032.523   -1935.165      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.600    4019.890    5032.886   -1934.503      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.700    4019.730    5033.248   -1933.841      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.800    4019.569    5033.610   -1933.179      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     405.900    4019.408    5033.973   -1932.517      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.000    4019.247    5034.335   -1931.855      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.100    4019.086    5034.697   -1931.193      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.200    4018.926    5035.059   -1930.531      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.300    4018.765    5035.422   -1929.869      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.400    4018.604    5035.784   -1929.206      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.500    4018.442    5036.146   -1928.544      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.600    4018.281    5036.507   -1927.882      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.700    4018.120    5036.869   -1927.220      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.800    4017.959    5037.231   -1926.558      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     406.900    4017.798    5037.593   -1925.895      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.000    4017.636    5037.954   -1925.233      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.100    4017.475    5038.316   -1924.571      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.200    4017.313    5038.677   -1923.908      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.300    4017.152    5039.039   -1923.246      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.400    4016.990    5039.400   -1922.584      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.500    4016.829    5039.761   -1921.921      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.600    4016.667    5040.123   -1921.259      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.700    4016.505    5040.484   -1920.596      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.800    4016.343    5040.845   -1919.934      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     407.900    4016.182    5041.206   -1919.271      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.000    4016.020    5041.567   -1918.609      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.100    4015.858    5041.928   -1917.946      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.200    4015.696    5042.289   -1917.284      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.300    4015.534    5042.649   -1916.621      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.400    4015.372    5043.010   -1915.958      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.500    4015.209    5043.371   -1915.296      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.600    4015.047    5043.731   -1914.633      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.700    4014.885    5044.092   -1913.970      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.800    4014.723    5044.452   -1913.308      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     408.900    4014.560    5044.813   -1912.645      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.000    4014.398    5045.173   -1911.982      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.100    4014.235    5045.533   -1911.319      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.200    4014.073    5045.893   -1910.656      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.300    4013.910    5046.253   -1909.994      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.400    4013.748    5046.614   -1909.331      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.500    4013.585    5046.973   -1908.668      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.600    4013.422    5047.333   -1908.005      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.700    4013.260    5047.693   -1907.342      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.800    4013.097    5048.053   -1906.679      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     409.900    4012.934    5048.413   -1906.016      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.000    4012.771    5048.772   -1905.353      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.100    4012.608    5049.132   -1904.690      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.200    4012.445    5049.491   -1904.027      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.300    4012.282    5049.851   -1903.363      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.400    4012.119    5050.210   -1902.700      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.500    4011.955    5050.570   -1902.037      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.600    4011.792    5050.929   -1901.374      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.700    4011.629    5051.288   -1900.711      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.800    4011.466    5051.647   -1900.048      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     410.900    4011.302    5052.006   -1899.384      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.000    4011.139    5052.365   -1898.721      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.100    4010.975    5052.724   -1898.058      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.200    4010.812    5053.083   -1897.394      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.300    4010.648    5053.442   -1896.731      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.400    4010.484    5053.800   -1896.068      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.500    4010.321    5054.159   -1895.404      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.600    4010.157    5054.518   -1894.741      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.700    4009.993    5054.876   -1894.077      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.800    4009.829    5055.235   -1893.414      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     411.900    4009.665    5055.593   -1892.750      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.000    4009.501    5055.951   -1892.087      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.100    4009.337    5056.309   -1891.423      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.200    4009.173    5056.668   -1890.759      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.300    4009.009    5057.026   -1890.096      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.400    4008.845    5057.384   -1889.432      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.500    4008.680    5057.742   -1888.769      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.600    4008.516    5058.100   -1888.105      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.700    4008.352    5058.458   -1887.441      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.800    4008.187    5058.815   -1886.777      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     412.900    4008.023    5059.173   -1886.114      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     413.000    4007.858    5059.531   -1885.450      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     413.100    4007.694    5059.888   -1884.786      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     413.200    4007.529    5060.246   -1884.122      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     413.300    4007.365    5060.603   -1883.458      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     413.400    4007.200    5060.961   -1882.794      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     413.500    4007.035    5061.318   -1882.131      -0.000       0.000       0.000       0.008       0.000       0.011       0.000       0.000       0.000
     413.600    4006.870    5061.675   -1881.467      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     413.700    4006.705    5062.032   -1880.803      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     413.800    4006.540    5062.390   -1880.139      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     413.900    4006.375    5062.747   -1879.475      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.000    4006.210    5063.104   -1878.811      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.100    4006.045    5063.461   -1878.147      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.200    4005.880    5063.817   -1877.482      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.300    4005.715    5064.174   -1876.818      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.400    4005.550    5064.531   -1876.154      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.500    4005.384    5064.888   -1875.490      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.600    4005.219    5065.244   -1874.826      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.700    4005.054    5065.601   -1874.162      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.800    4004.888    5065.957   -1873.497      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     414.900    4004.723    5066.314   -1872.833      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.000    4004.557    5066.670   -1872.169      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.100    4004.391    5067.026   -1871.505      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.200    4004.226    5067.382   -1870.840      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.300    4004.060    5067.738   -1870.176      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.400    4003.894    5068.094   -1869.511      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.500    4003.728    5068.450   -1868.847      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.600    4003.563    5068.806   -1868.183      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.700    4003.397    5069.162   -1867.518      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.800    4003.231    5069.518   -1866.854      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     415.900    4003.065    5069.874   -1866.189      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.000    4002.898    5070.229   -1865.525      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.100    4002.732    5070.585   -1864.860      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.200    4002.566    5070.941   -1864.196      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.300    4002.400    5071.296   -1863.531      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.400    4002.234    5071.651   -1862.866      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.500    4002.067    5072.007   -1862.202      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.600    4001.901    5072.362   -1861.537      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.700    4001.734    5072.717   -1860.872      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.800    4001.568    5073.072   -1860.208      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     416.900    4001.401    5073.427   -1859.543      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.000    4001.235    5073.782   -1858.878      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.100    4001.068    5074.137   -1858.213      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.200    4000.901    5074.492   -1857.548      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.300    4000.734    5074.847   -1856.883      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.400    4000.568    5075.202   -1856.219      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.500    4000.401    5075.556   -1855.554      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.600    4000.234    5075.911   -1854.889      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.700    4000.067    5076.265   -1854.224      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.800    3999.900    5076.620   -1853.559      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     417.900    3999.733    5076.974   -1852.894      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.000    3999.566    5077.329   -1852.229      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.100    3999.398    5077.683   -1851.564      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.200    3999.231    5078.037   -1850.899      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.300    3999.064    5078.391   -1850.234      -0.000       0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.400    3998.896    5078.745   -1849.569      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.500    3998.729    5079.099   -1848.903      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.600    3998.562    5079.453   -1848.238      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.700    3998.394    5079.807   -1847.573      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.800    3998.227    5080.161   -1846.908      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     418.900    3998.059    5080.515   -1846.243      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.000    3997.891    5080.868   -1845.577      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.100    3997.724    5081.222   -1844.912      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.200    3997.556    5081.575   -1844.247      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.300    3997.388    5081.929   -1843.581      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.400    3997.220    5082.282   -1842.916      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.500    3997.052    5082.635   -1842.251      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.600    3996.884    5082.989   -1841.585      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.700    3996.716    5083.342   -1840.920      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.800    3996.548    5083.695   -1840.254      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     419.900    3996.380    5084.048   -1839.589      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.000    3996.212    5084.401   -1838.923      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.100    3996.043    5084.754   -1838.258      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.200    3995.875    5085.107   -1837.592      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.300    3995.707    5085.460   -1836.927      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.400    3995.538    5085.812   -1836.261      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.500    3995.370    5086.165   -1835.595      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.600    3995.201    5086.518   -1834.930      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.700    3995.033    5086.870   -1834.264      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.800    3994.864    5087.223   -1833.598      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     420.900    3994.696    5087.575   -1832.933      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.000    3994.527    5087.927   -1832.267      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.100    3994.358    5088.280   -1831.601      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.200    3994.189    5088.632   -1830.935      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.300    3994.020    5088.984   -1830.270      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.400    3993.852    5089.336   -1829.604      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.500    3993.683    5089.688   -1828.938      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.600    3993.514    5090.040   -1828.272      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.700    3993.344    5090.392   -1827.606      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.800    3993.175    5090.744   -1826.940      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     421.900    3993.006    5091.095   -1826.274      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.000    3992.837    5091.447   -1825.608      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.100    3992.668    5091.798   -1824.942      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.200    3992.498    5092.150   -1824.276      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.300    3992.329    5092.501   -1823.610      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.400    3992.159    5092.853   -1822.944      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.500    3991.990    5093.204   -1822.278      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.600    3991.820    5093.555   -1821.612      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.700    3991.651    5093.907   -1820.946      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.800    3991.481    5094.258   -1820.279      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     422.900    3991.311    5094.609   -1819.613      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.000    3991.142    5094.960   -1818.947      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.100    3990.972    5095.311   -1818.281      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.200    3990.802    5095.662   -1817.614      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.300    3990.632    5096.012   -1816.948      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.400    3990.462    5096.363   -1816.282      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.500    3990.292    5096.714   -1815.615      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.600    3990.122    5097.064   -1814.949      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.700    3989.952    5097.415   -1814.283      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.800    3989.782    5097.765   -1813.616      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     423.900    3989.611    5098.116   -1812.950      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.000    3989.441    5098.466   -1812.283      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.100    3989.271    5098.816   -1811.617      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.200    3989.100    5099.166   -1810.950      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.300    3988.930    5099.517   -1810.284      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.400    3988.759    5099.867   -1809.617      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.500    3988.589    5100.217   -1808.951      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.600    3988.418    5100.566   -1808.284      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.700    3988.248    5100.916   -1807.617      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.800    3988.077    5101.266   -1806.951      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     424.900    3987.906    5101.616   -1806.284      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.000    3987.735    5101.965   -1805.617      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.100    3987.564    5102.315   -1804.951      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.200    3987.393    5102.665   -1804.284      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.300    3987.222    5103.014   -1803.617      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.400    3987.051    5103.363   -1802.950      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.500    3986.880    5103.713   -1802.283      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.600    3986.709    5104.062   -1801.617      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.700    3986.538    5104.411   -1800.950      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.800    3986.367    5104.760   -1800.283      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     425.900    3986.196    5105.109   -1799.616      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.000    3986.024    5105.458   -1798.949      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.100    3985.853    5105.807   -1798.282      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.200    3985.681    5106.156   -1797.615      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.300    3985.510    5106.505   -1796.948      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.400    3985.338    5106.854   -1796.281      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.500    3985.167    5107.202   -1795.614      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.600    3984.995    5107.551   -1794.947      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.700    3984.823    5107.899   -1794.280      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.800    3984.652    5108.248   -1793.612      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     426.900    3984.480    5108.596   -1792.945      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     427.000    3984.308    5108.944   -1792.278      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     427.100    3984.136    5109.293   -1791.611      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
     427.200    3983.964    5109.641   -1790.944      -0.000      -0.000       0.000       0.008       0.000       0.012       0.000       0.000       0.000
